iter	Passed	Remaining
1668	15450	30835
1669	15458	30824
1670	15467	30814
1671	15475	30802
1672	15485	30794
1673	15492	30781
1674	15501	30770
1675	15508	30758
1676	15518	30749
1677	15526	30739
1678	15536	30729
1679	15544	30719
1680	15553	30708
1681	15561	30697
1682	15570	30688
1683	15579	30677
1684	15586	30665
1685	15594	30653
1686	15603	30641
1687	15611	30630
1688	15618	30618
1689	15626	30606
1690	15634	30594
1691	15642	30582
1692	15650	30570
1693	15658	30559
1694	15666	30546
1695	15674	30535
1696	15682	30523
1697	15689	30510
1698	15697	30499
1699	15705	30486
1700	15714	30476
1701	15721	30464
1702	15731	30455
1703	15738	30443
1704	15747	30432
1705	15755	30420
1706	15764	30411
1707	15772	30399
1708	15780	30389
1709	15788	30375
1710	15797	30366
1711	15805	30355
1712	15814	30346
1713	15822	30333
1714	15831	30323
1715	15839	30312
1716	15846	30300
1717	15854	30287
1718	15863	30277
1719	15870	30265
1720	15879	30255
1721	15892	30253
1722	15904	30249
1723	15917	30247
1724	15930	30245
1725	15944	30243
1726	15954	30236
1727	15963	30226
1728	15971	30216
1729	15979	30204
1730	15988	30193
1731	15996	30182
1732	16004	30171
1733	16013	30160
1734	16021	30149
1735	16030	30139
1736	16037	30127
1737	16046	30116
1738	16054	30104
1739	16062	30094
1740	16070	30082
1741	16078	30071
1742	16087	30060
1743	16095	30049
1744	16103	30038
1745	16112	30028
1746	16121	30018
1747	16129	30006
1748	16137	29995
1749	16145	29983
1750	16152	29971
1751	16161	29960
1752	16168	29948
1753	16177	29937
1754	16184	29925
1755	16193	29914
1756	16200	29903
1757	16210	29893
1758	16217	29881
1759	16226	29870
1760	16233	29858
1761	16242	29848
1762	16250	29837
1763	16259	29826
1764	16266	29814
1765	16274	29803
1766	16282	29792
1767	16291	29781
1768	16300	29771
1769	16309	29761
1770	16316	29749
1771	16325	29738
1772	16332	29726
1773	16341	29715
1774	16349	29704
1775	16358	29695
1776	16364	29680
1777	16373	29670
1778	16380	29658
1779	16389	29648
1780	16397	29637
1781	16405	29625
1782	16413	29614
1783	16421	29603
1784	16429	29591
1785	16438	29581
1786	16446	29570
1787	16454	29559
1788	16461	29546
1789	16470	29536
1790	16478	29525
1791	16487	29514
1792	16494	29502
1793	16502	29491
1794	16509	29478
1795	16518	29468
1796	16525	29455
1797	16534	29445
1798	16541	29433
1799	16550	29422
1800	16558	29411
1801	16566	29399
1802	16574	29388
1803	16582	29377
1804	16590	29366
1805	16598	29355
1806	16606	29343
1807	16614	29332
1808	16622	29321
1809	16630	29309
1810	16637	29297
1811	16645	29285
1812	16653	29274
1813	16660	29261
1814	16669	29252
1815	16677	29240
1816	16685	29229
1817	16693	29217
1818	16701	29206
1819	16709	29194
1820	16717	29184
1821	16724	29172
1822	16733	29161
1823	16740	29149
1824	16748	29138
1825	16756	29126
1826	16764	29114
1827	16771	29102
1828	16779	29091
1829	16787	29079
1830	16795	29068
1831	16803	29056
1832	16810	29044
1833	16819	29034
1834	16827	29023
1835	16834	29011
1836	16842	29000
1837	16851	28989
1838	16858	28978
1839	16866	28966
1840	16873	28954
1841	16881	28943
1842	16889	28930
1843	16897	28920
1844	16904	28907
1845	16912	28895
1846	16920	28884
1847	16929	28874
1848	16937	28863
1849	16945	28852
1850	16953	28841
1851	16960	28829
1852	16968	28818
1853	16976	28807
1854	16984	28795
1855	16992	28785
1856	16999	28772
1857	17007	28760
1858	17016	28750
1859	17023	28738
1860	17030	28726
1861	17038	28714
1862	17046	28704
1863	17053	28691
1864	17062	28680
1865	17070	28669
1866	17077	28658
1867	17085	28646
1868	17093	28635
1869	17101	28623
1870	17109	28613
1871	17117	28602
1872	17124	28590
1873	17132	28578
1874	17140	28567
1875	17147	28555
1876	17154	28542
1877	17162	28531
1878	17169	28518
1879	17177	28508
1880	17186	28497
1881	17195	28487
1882	17202	28475
1883	17210	28465
1884	17217	28452
1885	17226	28442
1886	17232	28429
1887	17240	28417
1888	17248	28407
1889	17256	28396
1890	17264	28384
1891	17271	28372
1892	17279	28360
1893	17287	28349
1894	17295	28339
1895	17303	28327
1896	17311	28317
1897	17319	28305
1898	17326	28294
1899	17334	28282
1900	17342	28272
1901	17350	28260
1902	17358	28250
1903	17366	28238
1904	17374	28228
1905	17382	28216
1906	17389	28204
1907	17398	28194
1908	17406	28184
1909	17415	28174
1910	17422	28162
1911	17430	28151
1912	17438	28140
1913	17445	28128
1914	17454	28117
1915	17461	28106
1916	17468	28093
1917	17476	28083
1918	17485	28072
1919	17493	28061
1920	17500	28050
1921	17509	28040
1922	17516	28028
1923	17525	28018
1924	17532	28005
1925	17540	27995
1926	17548	27984
1927	17556	27973
1928	17564	27962
1929	17572	27952
1930	17580	27940
1931	17587	27928
1932	17595	27917
1933	17603	27907
1934	17611	27896
1935	17619	27886
1936	17627	27874
1937	17636	27864
1938	17643	27853
1939	17651	27842
1940	17659	27831
1941	17667	27820
1942	17675	27809
1943	17682	27797
1944	17691	27787
1945	17698	27776
1946	17707	27766
1947	17715	27755
1948	17724	27745
1949	17731	27734
1950	17739	27723
1951	17747	27711
1952	17755	27701
1953	17763	27690
1954	17771	27679
1955	17779	27668
1956	17787	27658
1957	17795	27647
1958	17804	27638
1959	17811	27626
1960	17819	27615
1961	17827	27605
1962	17835	27594
1963	17844	27584
1964	17852	27573
1965	17859	27560
1966	17867	27550
1967	17874	27537
1968	17882	27527
1969	17890	27516
1970	17898	27505
1971	17905	27494
1972	17913	27483
1973	17921	27472
1974	17929	27461
1975	17936	27450
1976	17944	27439
1977	17952	27428
1978	17960	27417
1979	17968	27406
1980	17976	27395
1981	17984	27385
1982	17991	27373
1983	17999	27361
1984	18006	27349
1985	18014	27338
1986	18021	27327
1987	18029	27316
1988	18037	27305
1989	18046	27295
1990	18054	27285
1991	18062	27274
1992	18069	27263
1993	18078	27253
1994	18085	27242
1995	18093	27231
1996	18101	27220
1997	18108	27208
1998	18116	27198
1999	18124	27187
2000	18132	27176
2001	18140	27164
2002	18148	27155
2003	18155	27143
2004	18163	27132
2005	18171	27121
2006	18179	27110
2007	18188	27100
2008	18196	27090
2009	18203	27079
2010	18211	27068
2011	18220	27059
2012	18228	27047
2013	18235	27036
2014	18243	27026
2015	18251	27014
2016	18259	27005
2017	18267	26993
2018	18275	26982
2019	18282	26971
2020	18289	26959
2021	18298	26949
2022	18306	26939
2023	18314	26928
2024	18322	26917
2025	18330	26907
2026	18339	26898
2027	18347	26887
2028	18356	26878
2029	18365	26870
2030	18374	26860
2031	18383	26850
2032	18390	26840
2033	18399	26830
2034	18406	26818
2035	18415	26808
2036	18423	26797
2037	18430	26786
2038	18438	26775
2039	18446	26765
2040	18454	26754
2041	18462	26743
2042	18469	26732
2043	18476	26720
2044	18484	26709
2045	18492	26699
2046	18501	26689
2047	18508	26678
2048	18517	26668
2049	18525	26658
2050	18533	26647
2051	18541	26637
2052	18550	26627
2053	18556	26615
2054	18564	26604
2055	18571	26592
2056	18579	26582
2057	18586	26570
2058	18594	26560
2059	18602	26548
2060	18609	26537
2061	18617	26527
2062	18624	26514
2063	18632	26504
2064	18639	26493
2065	18648	26482
2066	18656	26472
2067	18664	26462
2068	18672	26451
2069	18680	26440
2070	18687	26429
2071	18695	26419
2072	18703	26408
2073	18711	26398
2074	18718	26386
2075	18726	26376
2076	18734	26365
2077	18741	26354
2078	18749	26343
2079	18756	26331
2080	18765	26321
2081	18773	26311
2082	18781	26300
2083	18788	26289
2084	18797	26280
2085	18804	26268
2086	18811	26257
2087	18818	26245
2088	18827	26236
2089	18834	26224
2090	18843	26214
2091	18850	26203
2092	18858	26192
2093	18866	26181
2094	18873	26170
2095	18881	26159
2096	18889	26149
2097	18897	26139
2098	18905	26129
2099	18914	26119
2100	18922	26109
2101	18929	26098
2102	18937	26088
2103	18945	26077
2104	18953	26066
2105	18961	26056
2106	18969	26046
2107	18978	26036
2108	18986	26026
2109	18995	26017
2110	19002	26006
2111	19010	25995
2112	19017	25983
2113	19025	25973
2114	19032	25962
2115	19041	25952
2116	19049	25941
2117	19056	25931
2118	19065	25921
2119	19073	25910
2120	19081	25900
2121	19089	25890
2122	19098	25881
2123	19106	25870
2124	19113	25859
2125	19121	25849
2126	19129	25838
2127	19136	25826
2128	19143	25815
2129	19151	25804
2130	19159	25795
2131	19167	25784
2132	19175	25774
2133	19182	25762
2134	19191	25753
2135	19198	25742
2136	19207	25732
2137	19214	25720
2138	19222	25711
2139	19230	25700
2140	19238	25690
2141	19245	25679
2142	19253	25668
2143	19260	25657
2144	19268	25646
2145	19276	25635
2146	19284	25625
2147	19292	25615
2148	19299	25604
2149	19307	25593
2150	19315	25583
2151	19323	25572
2152	19331	25563
2153	19338	25551
2154	19345	25539
2155	19352	25528
2156	19361	25518
2157	19368	25508
2158	19377	25498
2159	19384	25487
2160	19393	25477
2161	19401	25467
2162	19408	25455
2163	19416	25445
2164	19423	25434
2165	19432	25425
2166	19440	25415
2167	19448	25404
2168	19456	25394
2169	19464	25384
2170	19472	25374
2171	19480	25363
2172	19488	25353
2173	19496	25343
2174	19503	25332
2175	19511	25322
2176	19519	25311
2177	19527	25301
2178	19535	25290
2179	19542	25280
2180	19550	25269
2181	19558	25258
2182	19565	25248
2183	19573	25238
2184	19581	25227
2185	19590	25217
2186	19598	25207
2187	19605	25197
2188	19613	25186
2189	19621	25176
2190	19629	25166
2191	19637	25155
2192	19645	25145
2193	19653	25135
2194	19660	25124
2195	19669	25114
2196	19676	25104
2197	19684	25094
2198	19692	25083
2199	19701	25074
2200	19708	25063
2201	19717	25053
2202	19724	25043
2203	19733	25033
2204	19741	25023
2205	19748	25012
2206	19756	25002
2207	19764	24992
2208	19772	24982
2209	19780	24971
2210	19789	24962
2211	19796	24951
2212	19804	24941
2213	19812	24931
2214	19820	24921
2215	19828	24911
2216	19836	24900
2217	19844	24890
2218	19852	24880
2219	19860	24870
2220	19868	24859
2221	19875	24849
2222	19883	24839
2223	19891	24829
2224	19899	24818
2225	19908	24809
2226	19916	24799
2227	19923	24788
2228	19931	24778
2229	19939	24767
2230	19946	24757
2231	19954	24746
2232	19961	24735
2233	19970	24726
2234	19978	24716
2235	19987	24706
2236	19994	24696
2237	20002	24685
2238	20010	24675
2239	20017	24664
2240	20025	24654
2241	20034	24645
2242	20041	24634
2243	20050	24625
2244	20058	24614
2245	20070	24609
2246	20079	24601
2247	20088	24592
2248	20096	24581
2249	20103	24570
2250	20111	24561
2251	20119	24550
2252	20126	24539
2253	20135	24531
2254	20143	24520
2255	20151	24509
2256	20158	24499
2257	20166	24489
2258	20173	24478
2259	20182	24469
2260	20189	24458
2261	20198	24448
2262	20205	24437
2263	20213	24427
2264	20220	24416
2265	20229	24407
2266	20235	24395
2267	20243	24385
2268	20251	24374
2269	20259	24364
2270	20267	24354
2271	20275	24344
2272	20283	24334
2273	20291	24324
2274	20298	24314
2275	20306	24303
2276	20315	24294
2277	20323	24284
2278	20330	24274
2279	20338	24263
2280	20346	24253
2281	20354	24243
2282	20363	24234
2283	20370	24223
2284	20378	24213
2285	20386	24203
2286	20394	24192
2287	20402	24183
2288	20410	24173
2289	20419	24164
2290	20427	24154
2291	20434	24143
2292	20442	24133
2293	20450	24123
2294	20458	24113
2295	20466	24102
2296	20473	24092
2297	20481	24082
2298	20489	24072
2299	20496	24061
2300	20504	24050
2301	20512	24041
2302	20520	24031
2303	20528	24021
2304	20536	24011
2305	20544	24001
2306	20552	23990
2307	20560	23980
2308	20567	23970
2309	20575	23960
2310	20583	23950
2311	20591	23940
2312	20598	23929
2313	20606	23919
2314	20614	23908
2315	20622	23899
2316	20631	23890
2317	20638	23879
2318	20646	23869
2319	20653	23858
2320	20661	23848
2321	20669	23837
2322	20680	23831
2323	20688	23821
2324	20695	23811
2325	20702	23800
2326	20710	23790
2327	20718	23779
2328	20726	23770
2329	20734	23759
2330	20742	23749
2331	20749	23739
2332	20757	23729
2333	20765	23719
2334	20773	23708
2335	20781	23699
2336	20789	23689
2337	20796	23679
2338	20804	23669
2339	20812	23658
2340	20820	23648
2341	20827	23638
2342	20835	23628
2343	20843	23617
2344	20851	23607
2345	20858	23596
2346	20866	23586
2347	20874	23577
2348	20882	23566
2349	20890	23556
2350	20898	23546
2351	20906	23537
2352	20914	23527
2353	20922	23517
2354	20930	23507
2355	20938	23497
2356	20945	23487
2357	20954	23478
2358	20961	23467
2359	20969	23457
2360	20977	23447
2361	20985	23437
2362	20993	23427
2363	21000	23417
2364	21009	23407
2365	21017	23397
2366	21024	23387
2367	21032	23377
2368	21040	23367
2369	21047	23357
2370	21056	23347
2371	21064	23337
2372	21072	23328
2373	21081	23318
2374	21088	23308
2375	21096	23298
2376	21104	23288
2377	21112	23278
2378	21120	23268
2379	21127	23258
2380	21136	23248
2381	21143	23238
2382	21151	23228
2383	21158	23217
2384	21166	23207
2385	21174	23197
2386	21182	23188
2387	21190	23178
2388	21198	23168
2389	21206	23158
2390	21214	23148
2391	21222	23138
2392	21229	23128
2393	21237	23118
2394	21245	23108
2395	21253	23098
2396	21260	23087
2397	21267	23077
2398	21275	23066
2399	21283	23057
2400	21291	23047
2401	21299	23037
2402	21307	23028
2403	21315	23018
2404	21323	23007
2405	21331	22998
2406	21338	22987
2407	21346	22977
2408	21353	22967
2409	21361	22956
2410	21369	22946
2411	21376	22936
2412	21385	22927
2413	21393	22917
2414	21401	22907
2415	21409	22897
2416	21417	22888
2417	21425	22878
2418	21432	22868
2419	21440	22857
2420	21448	22848
2421	21455	22837
2422	21463	22827
2423	21471	22818
2424	21480	22808
2425	21488	22799
2426	21496	22789
2427	21503	22779
2428	21511	22768
2429	21518	22758
2430	21526	22748
2431	21534	22738
2432	21542	22728
2433	21549	22718
2434	21557	22708
2435	21565	22698
2436	21573	22689
2437	21582	22679
2438	21589	22669
2439	21597	22659
2440	21605	22649
2441	21614	22640
2442	21621	22630
2443	21629	22621
2444	21637	22611
2445	21645	22601
2446	21653	22591
2447	21661	22581
2448	21669	22571
2449	21677	22561
2450	21685	22552
2451	21692	22542
2452	21700	22531
2453	21708	22522
2454	21716	22512
2455	21723	22502
2456	21732	22493
2457	21739	22482
2458	21747	22472
2459	21754	22462
2460	21762	22452
2461	21770	22442
2462	21778	22433
2463	21786	22423
2464	21795	22414
2465	21803	22405
2466	21811	22395
2467	21819	22384
2468	21827	22375
2469	21834	22365
2470	21842	22355
2471	21850	22345
2472	21857	22335
2473	21865	22325
2474	21873	22315
2475	21881	22305
2476	21889	22295
2477	21896	22285
2478	21904	22276
2479	21912	22266
2480	21920	22256
2481	21928	22246
2482	21936	22236
2483	21944	22226
2484	21951	22216
2485	21959	22206
2486	21966	22196
2487	21975	22187
2488	21982	22176
2489	21990	22167
2490	21999	22158
2491	22007	22148
2492	22014	22138
2493	22022	22128
2494	22029	22118
2495	22037	22108
2496	22045	22098
2497	22053	22088
2498	22061	22079
2499	22069	22069
2500	22080	22063
2501	22090	22054
2502	22100	22047
2503	22109	22038
2504	22117	22028
2505	22125	22019
2506	22133	22009
2507	22141	22000
2508	22149	21990
2509	22158	21981
2510	22166	21972
2511	22174	21962
2512	22182	21952
2513	22190	21943
2514	22198	21933
2515	22206	21924
2516	22214	21914
2517	22222	21905
2518	22231	21895
2519	22239	21886
2520	22247	21876
2521	22255	21867
2522	22264	21858
2523	22273	21849
2524	22281	21840
2525	22290	21831
2526	22299	21822
2527	22309	21815
2528	22317	21806
2529	22328	21799
2530	22337	21790
2531	22345	21780
2532	22353	21771
2533	22361	21761
2534	22370	21752
2535	22377	21742
2536	22386	21733
2537	22394	21723
2538	22402	21714
2539	22409	21703
2540	22417	21694
2541	22425	21684
2542	22433	21674
2543	22440	21664
2544	22448	21654
2545	22456	21645
2546	22464	21635
2547	22473	21626
2548	22480	21616
2549	22488	21607
2550	22496	21597
2551	22505	21588
2552	22512	21578
2553	22522	21569
2554	22529	21559
2555	22537	21550
2556	22545	21540
2557	22554	21531
2558	22561	21521
2559	22569	21511
2560	22577	21502
2561	22585	21492
2562	22592	21482
2563	22601	21473
2564	22609	21463
2565	22617	21453
2566	22624	21443
2567	22632	21433
2568	22639	21423
2569	22647	21413
2570	22655	21403
2571	22662	21393
2572	22671	21385
2573	22679	21375
2574	22687	21365
2575	22694	21355
2576	22702	21345
2577	22710	21335
2578	22718	21326
2579	22725	21316
2580	22733	21306
2581	22741	21297
2582	22749	21287
2583	22757	21277
2584	22765	21267
2585	22773	21258
2586	22781	21248
2587	22789	21239
2588	22797	21230
2589	22805	21220
2590	22813	21211
2591	22821	21201
2592	22829	21192
2593	22838	21182
2594	22846	21173
2595	22854	21164
2596	22862	21154
2597	22869	21144
2598	22878	21135
2599	22887	21127
2600	22895	21117
2601	22903	21107
2602	22910	21097
2603	22918	21088
2604	22926	21078
2605	22934	21069
2606	22942	21059
2607	22951	21050
2608	22958	21040
2609	22966	21030
2610	22974	21020
2611	22983	21012
2612	22990	21001
2613	22998	20992
2614	23005	20981
2615	23013	20972
2616	23021	20962
2617	23029	20953
2618	23036	20943
2619	23044	20933
2620	23052	20924
2621	23060	20914
2622	23068	20905
2623	23077	20896
2624	23085	20886
2625	23093	20877
2626	23100	20867
2627	23109	20857
2628	23116	20848
2629	23124	20838
2630	23132	20829
2631	23140	20819
2632	23148	20810
2633	23156	20800
2634	23165	20791
2635	23173	20782
2636	23181	20772
2637	23188	20762
2638	23196	20752
2639	23203	20742
2640	23212	20733
2641	23219	20723
2642	23227	20714
2643	23235	20704
2644	23244	20695
2645	23252	20686
2646	23260	20676
2647	23268	20667
2648	23276	20657
2649	23285	20649
2650	23293	20639
2651	23302	20630
2652	23308	20620
2653	23317	20611
2654	23324	20601
2655	23333	20592
2656	23341	20582
2657	23349	20573
2658	23357	20564
2659	23366	20555
2660	23374	20546
2661	23382	20536
2662	23391	20527
2663	23400	20519
2664	23408	20509
2665	23416	20500
2666	23424	20491
2667	23433	20482
2668	23441	20472
2669	23449	20463
2670	23457	20454
2671	23466	20445
2672	23474	20435
2673	23482	20426
2674	23490	20417
2675	23498	20407
2676	23507	20398
2677	23515	20389
2678	23523	20379
2679	23531	20370
2680	23540	20361
2681	23549	20353
2682	23555	20342
2683	23564	20333
2684	23571	20323
2685	23580	20314
2686	23588	20305
2687	23597	20296
2688	23605	20287
2689	23613	20277
2690	23621	20267
2691	23629	20259
2692	23637	20249
2693	23646	20240
2694	23653	20230
2695	23662	20221
2696	23670	20212
2697	23678	20203
2698	23686	20193
2699	23695	20185
2700	23704	20176
2701	23712	20167
2702	23720	20157
2703	23728	20148
2704	23736	20138
2705	23745	20130
2706	23753	20120
2707	23762	20111
2708	23770	20102
2709	23778	20093
2710	23787	20084
2711	23796	20075
2712	23804	20066
2713	23812	20057
2714	23821	20048
2715	23829	20039
2716	23838	20030
2717	23847	20022
2718	23855	20012
2719	23863	20003
2720	23872	19994
2721	23879	19984
2722	23889	19976
2723	23897	19967
2724	23906	19958
2725	23914	19948
2726	23922	19939
2727	23929	19929
2728	23937	19920
2729	23945	19910
2730	23953	19900
2731	23962	19892
2732	23972	19885
2733	23978	19873
2734	23985	19863
2735	23994	19854
2736	24002	19845
2737	24011	19836
2738	24018	19827
2739	24026	19817
2740	24034	19807
2741	24041	19797
2742	24049	19788
2743	24058	19779
2744	24065	19769
2745	24074	19761
2746	24082	19751
2747	24091	19742
2748	24099	19733
2749	24107	19724
2750	24114	19714
2751	24123	19705
2752	24130	19695
2753	24138	19685
2754	24146	19676
2755	24155	19667
2756	24162	19657
2757	24170	19648
2758	24177	19637
2759	24185	19628
2760	24193	19619
2761	24201	19610
2762	24209	19600
2763	24217	19591
2764	24225	19581
2765	24233	19572
2766	24241	19562
2767	24249	19553
2768	24257	19544
2769	24265	19535
2770	24273	19525
2771	24281	19516
2772	24289	19506
2773	24297	19497
2774	24305	19488
2775	24314	19479
2776	24322	19470
2777	24331	19461
2778	24340	19453
2779	24350	19445
2780	24360	19437
2781	24371	19430
2782	24381	19422
2783	24391	19414
2784	24401	19407
2785	24410	19398
2786	24419	19390
2787	24431	19383
2788	24439	19374
2789	24448	19365
2790	24456	19356
2791	24465	19347
2792	24473	19338
2793	24481	19328
2794	24489	19319
2795	24497	19310
2796	24505	19301
2797	24512	19291
2798	24520	19281
2799	24528	19272
2800	24535	19262
2801	24543	19252
2802	24551	19243
2803	24561	19235
2804	24569	19226
2805	24576	19216
2806	24584	19206
2807	24592	19197
2808	24601	19188
2809	24610	19180
2810	24619	19171
2811	24627	19162
2812	24635	19153
2813	24643	19143
2814	24652	19135
2815	24660	19125
2816	24668	19116
2817	24678	19108
2818	24686	19099
2819	24696	19091
2820	24705	19083
2821	24715	19075
2822	24724	19066
2823	24734	19058
2824	24743	19050
2825	24752	19041
2826	24760	19032
2827	24769	19023
2828	24777	19014
2829	24784	19004
2830	24792	18995
2831	24800	18985
2832	24808	18976
2833	24815	18966
2834	24823	18956
2835	24831	18947
2836	24839	18938
2837	24847	18928
2838	24854	18919
2839	24862	18909
2840	24870	18900
2841	24878	18891
2842	24886	18881
2843	24895	18872
2844	24902	18862
2845	24910	18853
2846	24917	18843
2847	24925	18834
2848	24933	18824
2849	24940	18815
2850	24948	18805
2851	24955	18795
2852	24963	18786
2853	24971	18776
2854	24980	18768
2855	24988	18758
2856	24996	18749
2857	25004	18739
2858	25012	18730
2859	25020	18721
2860	25028	18712
2861	25035	18702
2862	25044	18693
2863	25051	18683
2864	25059	18674
2865	25067	18664
2866	25075	18655
2867	25083	18646
2868	25091	18637
2869	25099	18627
2870	25107	18618
2871	25115	18609
2872	25123	18599
2873	25130	18590
2874	25138	18580
2875	25146	18571
2876	25155	18562
2877	25162	18553
2878	25170	18543
2879	25178	18533
2880	25185	18524
2881	25193	18515
2882	25201	18505
2883	25209	18496
2884	25217	18486
2885	25225	18477
2886	25232	18467
2887	25240	18458
2888	25248	18449
2889	25256	18439
2890	25264	18430
2891	25272	18421
2892	25280	18412
2893	25288	18402
2894	25296	18393
2895	25303	18383
2896	25310	18373
2897	25318	18364
2898	25326	18354
2899	25334	18345
2900	25342	18336
2901	25349	18326
2902	25357	18317
2903	25365	18307
2904	25373	18298
2905	25380	18288
2906	25388	18279
2907	25396	18269
2908	25403	18260
2909	25411	18250
2910	25419	18241
2911	25427	18232
2912	25434	18222
2913	25442	18212
2914	25449	18203
2915	25457	18193
2916	25464	18184
2917	25472	18175
2918	25480	18165
2919	25489	18156
2920	25496	18146
2921	25504	18137
2922	25512	18128
2923	25521	18119
2924	25528	18109
2925	25536	18100
2926	25543	18090
2927	25551	18081
2928	25558	18071
2929	25567	18062
2930	25574	18053
2931	25582	18043
2932	25589	18034
2933	25597	18024
2934	25605	18015
2935	25613	18006
2936	25622	17997
2937	25629	17987
2938	25637	17978
2939	25645	17969
2940	25654	17960
2941	25662	17951
2942	25670	17942
2943	25677	17932
2944	25685	17923
2945	25693	17913
2946	25701	17904
2947	25709	17895
2948	25717	17886
2949	25725	17876
2950	25733	17867
2951	25740	17858
2952	25749	17849
2953	25756	17839
2954	25765	17830
2955	25772	17820
2956	25780	17811
2957	25788	17802
2958	25796	17793
2959	25804	17784
2960	25812	17775
2961	25820	17765
2962	25828	17756
2963	25836	17747
2964	25844	17737
2965	25853	17729
2966	25861	17720
2967	25869	17711
2968	25876	17701
2969	25884	17692
2970	25892	17682
2971	25900	17673
2972	25907	17663
2973	25915	17654
2974	25923	17645
2975	25931	17636
2976	25938	17626
2977	25946	17617
2978	25954	17608
2979	25963	17599
2980	25970	17589
2981	25978	17580
2982	25986	17570
2983	25993	17561
2984	26001	17552
2985	26009	17542
2986	26016	17533
2987	26024	17524
2988	26032	17514
2989	26040	17505
2990	26048	17496
2991	26056	17487
2992	26064	17477
2993	26072	17468
2994	26079	17459
2995	26087	17450
2996	26096	17440
2997	26103	17431
2998	26112	17422
2999	26119	17413
3000	26128	17404
3001	26137	17395
3002	26146	17387
3003	26154	17378
3004	26163	17369
3005	26171	17360
3006	26179	17351
3007	26187	17342
3008	26195	17333
3009	26204	17324
3010	26212	17315
3011	26221	17306
3012	26228	17297
3013	26236	17288
3014	26244	17278
3015	26252	17269
3016	26261	17260
3017	26269	17251
3018	26276	17242
3019	26284	17232
3020	26292	17223
3021	26300	17214
3022	26308	17205
3023	26316	17196
3024	26324	17187
3025	26333	17178
3026	26340	17168
3027	26348	17159
3028	26357	17150
3029	26365	17141
3030	26373	17132
3031	26380	17123
3032	26388	17113
3033	26397	17104
3034	26404	17095
3035	26412	17086
3036	26420	17077
3037	26428	17068
3038	26436	17058
3039	26445	17050
3040	26452	17040
3041	26461	17031
3042	26468	17022
3043	26477	17013
3044	26484	17003
3045	26492	16994
3046	26499	16985
3047	26507	16975
3048	26514	16966
3049	26522	16957
3050	26530	16947
3051	26537	16938
3052	26545	16929
3053	26553	16920
3054	26561	16910
3055	26569	16901
3056	26577	16892
3057	26585	16883
3058	26592	16873
3059	26600	16864
3060	26607	16854
3061	26615	16845
3062	26623	16836
3063	26631	16827
3064	26639	16817
3065	26647	16809
3066	26655	16799
3067	26662	16790
3068	26670	16781
3069	26678	16772
3070	26686	16762
3071	26694	16753
3072	26701	16743
3073	26709	16735
3074	26718	16726
3075	26726	16717
3076	26734	16707
3077	26742	16698
3078	26749	16689
3079	26758	16680
3080	26765	16670
3081	26773	16661
3082	26780	16651
3083	26788	16642
3084	26796	16633
3085	26804	16624
3086	26812	16615
3087	26820	16606
3088	26827	16596
3089	26836	16587
3090	26843	16578
3091	26850	16569
3092	26858	16559
3093	26866	16550
3094	26874	16541
3095	26881	16531
3096	26890	16523
3097	26898	16514
3098	26906	16505
3099	26914	16496
3100	26922	16487
3101	26930	16477
3102	26938	16468
3103	26946	16459
3104	26954	16450
3105	26962	16441
3106	26970	16432
3107	26978	16422
3108	26986	16414
3109	26994	16404
3110	27003	16396
3111	27010	16387
3112	27019	16378
3113	27026	16368
3114	27035	16360
3115	27042	16350
3116	27050	16341
3117	27057	16331
3118	27065	16322
3119	27073	16313
3120	27082	16304
3121	27090	16295
3122	27098	16286
3123	27106	16277
3124	27113	16267
3125	27121	16258
3126	27128	16249
3127	27137	16240
3128	27145	16231
3129	27153	16222
3130	27161	16213
3131	27169	16204
3132	27177	16195
3133	27185	16186
3134	27193	16177
3135	27201	16168
3136	27209	16159
3137	27217	16150
3138	27226	16141
3139	27234	16132
3140	27243	16123
3141	27251	16114
3142	27258	16105
3143	27267	16096
3144	27274	16087
3145	27282	16077
3146	27290	16068
3147	27298	16059
3148	27306	16050
3149	27315	16042
3150	27322	16033
3151	27330	16023
3152	27339	16015
3153	27346	16005
3154	27353	15996
3155	27361	15986
3156	27370	15978
3157	27377	15968
3158	27385	15959
3159	27394	15950
3160	27402	15941
3161	27410	15932
3162	27418	15924
3163	27425	15914
3164	27434	15905
3165	27441	15896
3166	27450	15887
3167	27457	15878
3168	27465	15869
3169	27473	15859
3170	27481	15850
3171	27488	15841
3172	27496	15832
3173	27503	15822
3174	27511	15813
3175	27519	15804
3176	27527	15795
3177	27535	15786
3178	27542	15776
3179	27550	15768
3180	27558	15758
3181	27566	15749
3182	27573	15740
3183	27581	15731
3184	27589	15722
3185	27597	15712
3186	27604	15703
3187	27612	15694
3188	27620	15685
3189	27628	15676
3190	27636	15667
3191	27644	15658
3192	27652	15649
3193	27659	15639
3194	27668	15630
3195	27676	15622
3196	27684	15612
3197	27691	15603
3198	27698	15594
3199	27706	15584
3200	27714	15575
3201	27722	15566
3202	27730	15557
3203	27738	15548
3204	27746	15539
3205	27753	15530
3206	27762	15521
3207	27769	15511
3208	27776	15502
3209	27784	15493
3210	27791	15484
3211	27800	15475
3212	27807	15465
3213	27815	15457
3214	27823	15447
3215	27831	15438
3216	27839	15429
3217	27847	15421
3218	27855	15411
3219	27863	15402
3220	27870	15393
3221	27878	15384
