iter	Passed	Remaining
3222	27886	15375
3223	27894	15366
3224	27901	15356
3225	27910	15347
3226	27917	15338
3227	27925	15329
3228	27933	15320
3229	27940	15311
3230	27948	15302
3231	27956	15292
3232	27964	15283
3233	27972	15275
3234	27980	15266
3235	27988	15257
3236	27996	15248
3237	28004	15239
3238	28012	15230
3239	28020	15221
3240	28028	15212
3241	28035	15202
3242	28043	15193
3243	28051	15184
3244	28058	15175
3245	28067	15166
3246	28075	15157
3247	28082	15148
3248	28090	15138
3249	28098	15129
3250	28106	15120
3251	28113	15111
3252	28120	15102
3253	28129	15093
3254	28137	15084
3255	28145	15075
3256	28153	15066
3257	28161	15057
3258	28168	15047
3259	28176	15039
3260	28185	15030
3261	28194	15021
3262	28202	15013
3263	28210	15004
3264	28218	14994
3265	28225	14985
3266	28232	14976
3267	28240	14967
3268	28248	14957
3269	28256	14949
3270	28263	14939
3271	28272	14931
3272	28280	14922
3273	28287	14912
3274	28295	14903
3275	28303	14894
3276	28311	14885
3277	28318	14876
3278	28327	14867
3279	28335	14858
3280	28344	14850
3281	28352	14841
3282	28359	14832
3283	28367	14822
3284	28375	14813
3285	28383	14804
3286	28391	14795
3287	28399	14786
3288	28407	14778
3289	28415	14769
3290	28424	14760
3291	28431	14751
3292	28438	14741
3293	28446	14732
3294	28453	14723
3295	28461	14714
3296	28469	14705
3297	28477	14696
3298	28486	14687
3299	28494	14679
3300	28502	14669
3301	28510	14661
3302	28518	14652
3303	28526	14643
3304	28534	14634
3305	28542	14625
3306	28550	14616
3307	28558	14607
3308	28566	14598
3309	28575	14589
3310	28583	14580
3311	28591	14572
3312	28598	14562
3313	28607	14553
3314	28614	14544
3315	28622	14535
3316	28630	14526
3317	28639	14518
3318	28647	14509
3319	28655	14500
3320	28663	14491
3321	28671	14482
3322	28679	14473
3323	28687	14464
3324	28695	14455
3325	28702	14446
3326	28711	14437
3327	28719	14428
3328	28729	14420
3329	28737	14411
3330	28745	14402
3331	28752	14393
3332	28760	14384
3333	28768	14375
3334	28776	14366
3335	28784	14357
3336	28792	14348
3337	28800	14339
3338	28808	14330
3339	28816	14322
3340	28824	14313
3341	28832	14304
3342	28840	14295
3343	28848	14286
3344	28856	14277
3345	28864	14268
3346	28872	14259
3347	28879	14250
3348	28888	14241
3349	28895	14232
3350	28903	14223
3351	28910	14213
3352	28919	14205
3353	28927	14196
3354	28935	14187
3355	28945	14179
3356	28953	14170
3357	28961	14161
3358	28968	14152
3359	28976	14143
3360	28984	14134
3361	28992	14125
3362	28999	14116
3363	29007	14107
3364	29015	14098
3365	29023	14089
3366	29030	14080
3367	29040	14071
3368	29047	14062
3369	29055	14053
3370	29063	14044
3371	29071	14035
3372	29078	14026
3373	29087	14017
3374	29095	14008
3375	29103	14000
3376	29111	13991
3377	29119	13982
3378	29127	13973
3379	29135	13964
3380	29142	13955
3381	29150	13946
3382	29157	13936
3383	29166	13928
3384	29173	13918
3385	29181	13909
3386	29188	13900
3387	29196	13891
3388	29204	13882
3389	29212	13873
3390	29221	13865
3391	29229	13856
3392	29237	13847
3393	29245	13838
3394	29253	13829
3395	29261	13820
3396	29270	13812
3397	29278	13803
3398	29286	13794
3399	29294	13785
3400	29302	13776
3401	29310	13767
3402	29318	13758
3403	29325	13749
3404	29334	13741
3405	29342	13732
3406	29351	13723
3407	29358	13714
3408	29366	13705
3409	29374	13696
3410	29382	13687
3411	29390	13678
3412	29398	13669
3413	29405	13660
3414	29413	13651
3415	29421	13642
3416	29428	13633
3417	29436	13624
3418	29443	13615
3419	29452	13606
3420	29460	13597
3421	29468	13588
3422	29475	13579
3423	29483	13570
3424	29490	13561
3425	29498	13552
3426	29506	13543
3427	29514	13534
3428	29521	13525
3429	29529	13516
3430	29536	13507
3431	29545	13498
3432	29553	13489
3433	29561	13480
3434	29568	13471
3435	29576	13462
3436	29585	13453
3437	29592	13444
3438	29599	13435
3439	29607	13426
3440	29615	13417
3441	29623	13408
3442	29631	13399
3443	29638	13390
3444	29646	13381
3445	29653	13372
3446	29661	13363
3447	29668	13354
3448	29676	13345
3449	29684	13336
3450	29693	13327
3451	29700	13318
3452	29708	13309
3453	29716	13301
3454	29724	13292
3455	29732	13283
3456	29740	13274
3457	29747	13265
3458	29755	13256
3459	29763	13247
3460	29771	13238
3461	29780	13230
3462	29788	13221
3463	29796	13212
3464	29803	13203
3465	29811	13194
3466	29819	13185
3467	29827	13176
3468	29835	13167
3469	29843	13158
3470	29850	13149
3471	29858	13140
3472	29866	13131
3473	29874	13122
3474	29882	13113
3475	29890	13105
3476	29898	13096
3477	29906	13087
3478	29914	13078
3479	29922	13069
3480	29930	13060
3481	29937	13051
3482	29945	13042
3483	29952	13033
3484	29960	13024
3485	29968	13015
3486	29976	13006
3487	29984	12997
3488	29992	12989
3489	29999	12979
3490	30007	12970
3491	30015	12961
3492	30022	12952
3493	30030	12944
3494	30038	12935
3495	30046	12926
3496	30054	12917
3497	30062	12908
3498	30069	12899
3499	30077	12890
3500	30084	12881
3501	30093	12872
3502	30101	12863
3503	30108	12854
3504	30116	12845
3505	30124	12836
3506	30132	12827
3507	30140	12819
3508	30147	12810
3509	30156	12801
3510	30164	12792
3511	30173	12784
3512	30181	12775
3513	30190	12767
3514	30201	12759
3515	30213	12752
3516	30220	12742
3517	30228	12734
3518	30236	12725
3519	30243	12716
3520	30251	12707
3521	30259	12698
3522	30267	12689
3523	30276	12681
3524	30289	12674
3525	30306	12669
3526	30318	12662
3527	30330	12654
3528	30342	12647
3529	30353	12640
3530	30363	12631
3531	30374	12624
3532	30386	12617
3533	30396	12609
3534	30406	12601
3535	30414	12592
3536	30424	12584
3537	30433	12576
3538	30442	12567
3539	30449	12558
3540	30457	12549
3541	30464	12540
3542	30473	12531
3543	30481	12522
3544	30489	12514
3545	30496	12504
3546	30505	12496
3547	30513	12487
3548	30520	12478
3549	30531	12470
3550	30539	12461
3551	30548	12453
3552	30555	12444
3553	30562	12435
3554	30570	12426
3555	30579	12417
3556	30588	12409
3557	30596	12400
3558	30606	12392
3559	30615	12383
3560	30624	12375
3561	30633	12366
3562	30642	12358
3563	30651	12350
3564	30659	12341
3565	30667	12332
3566	30675	12323
3567	30683	12314
3568	30690	12305
3569	30698	12296
3570	30706	12287
3571	30714	12278
3572	30722	12270
3573	30730	12261
3574	30739	12252
3575	30748	12244
3576	30757	12235
3577	30766	12227
3578	30777	12219
3579	30788	12212
3580	30800	12204
3581	30809	12196
3582	30819	12188
3583	30834	12182
3584	30861	12181
3585	30886	12178
3586	30926	12182
3587	30987	12194
3588	31017	12194
3589	31032	12188
3590	31045	12181
3591	31057	12174
3592	31083	12172
3593	31093	12164
3594	31105	12156
3595	31113	12147
3596	31121	12138
3597	31128	12129
3598	31136	12120
3599	31144	12111
3600	31152	12102
3601	31160	12093
3602	31168	12084
3603	31176	12075
3604	31185	12067
3605	31193	12058
3606	31202	12050
3607	31211	12041
3608	31220	12033
3609	31229	12024
3610	31236	12015
3611	31244	12006
3612	31252	11997
3613	31260	11988
3614	31269	11980
3615	31276	11971
3616	31286	11962
3617	31293	11953
3618	31301	11944
3619	31308	11935
3620	31316	11926
3621	31324	11917
3622	31334	11909
3623	31342	11900
3624	31350	11891
3625	31357	11882
3626	31365	11873
3627	31374	11864
3628	31381	11855
3629	31389	11846
3630	31397	11837
3631	31405	11828
3632	31413	11819
3633	31421	11810
3634	31428	11801
3635	31436	11793
3636	31443	11783
3637	31451	11774
3638	31459	11766
3639	31468	11757
3640	31476	11748
3641	31484	11739
3642	31491	11730
3643	31500	11721
3644	31508	11712
3645	31516	11704
3646	31523	11695
3647	31532	11686
3648	31539	11677
3649	31547	11668
3650	31556	11659
3651	31563	11650
3652	31569	11640
3653	31577	11631
3654	31586	11623
3655	31594	11614
3656	31602	11605
3657	31609	11596
3658	31617	11587
3659	31624	11578
3660	31633	11569
3661	31641	11560
3662	31649	11552
3663	31657	11543
3664	31664	11534
3665	31672	11525
3666	31681	11516
3667	31689	11507
3668	31697	11498
3669	31704	11489
3670	31713	11481
3671	31720	11472
3672	31730	11463
3673	31738	11454
3674	31746	11446
3675	31754	11437
3676	31762	11428
3677	31770	11419
3678	31777	11410
3679	31786	11401
3680	31794	11392
3681	31801	11383
3682	31810	11374
3683	31819	11366
3684	31827	11357
3685	31834	11348
3686	31842	11339
3687	31850	11330
3688	31858	11321
3689	31866	11312
3690	31873	11303
3691	31881	11294
3692	31889	11286
3693	31897	11277
3694	31905	11268
3695	31914	11259
3696	31921	11250
3697	31929	11241
3698	31938	11233
3699	31946	11224
3700	31953	11215
3701	31962	11206
3702	31969	11197
3703	31978	11189
3704	31986	11180
3705	31993	11171
3706	32000	11161
3707	32009	11153
3708	32016	11144
3709	32024	11135
3710	32032	11126
3711	32040	11117
3712	32047	11108
3713	32055	11099
3714	32063	11090
3715	32070	11081
3716	32078	11072
3717	32086	11063
3718	32095	11055
3719	32103	11046
3720	32111	11037
3721	32118	11028
3722	32126	11019
3723	32134	11010
3724	32142	11001
3725	32150	10992
3726	32157	10983
3727	32165	10974
3728	32173	10966
3729	32181	10957
3730	32189	10948
3731	32197	10939
3732	32205	10930
3733	32213	10922
3734	32221	10913
3735	32229	10904
3736	32237	10895
3737	32245	10886
3738	32253	10877
3739	32262	10869
3740	32271	10860
3741	32279	10851
3742	32288	10843
3743	32296	10834
3744	32303	10825
3745	32311	10816
3746	32319	10807
3747	32327	10798
3748	32334	10789
3749	32342	10780
3750	32349	10771
3751	32357	10762
3752	32366	10754
3753	32374	10745
3754	32381	10736
3755	32390	10727
3756	32398	10719
3757	32406	10710
3758	32414	10701
3759	32422	10692
3760	32429	10683
3761	32436	10674
3762	32444	10665
3763	32453	10656
3764	32460	10647
3765	32468	10638
3766	32477	10630
3767	32486	10621
3768	32494	10613
3769	32502	10604
3770	32510	10595
3771	32519	10586
3772	32526	10577
3773	32534	10569
3774	32542	10560
3775	32549	10551
3776	32558	10542
3777	32566	10533
3778	32574	10524
3779	32582	10516
3780	32590	10507
3781	32597	10498
3782	32605	10489
3783	32613	10480
3784	32621	10471
3785	32629	10462
3786	32637	10454
3787	32645	10445
3788	32653	10436
3789	32661	10427
3790	32670	10419
3791	32677	10410
3792	32685	10401
3793	32693	10392
3794	32703	10384
3795	32711	10375
3796	32719	10366
3797	32726	10357
3798	32734	10348
3799	32742	10339
3800	32751	10331
3801	32758	10322
3802	32766	10313
3803	32774	10304
3804	32782	10295
3805	32790	10286
3806	32798	10278
3807	32806	10269
3808	32814	10260
3809	32821	10251
3810	32829	10242
3811	32837	10233
3812	32845	10224
3813	32852	10215
3814	32860	10206
3815	32868	10198
3816	32876	10189
3817	32883	10180
3818	32891	10171
3819	32900	10163
3820	32908	10154
3821	32916	10145
3822	32923	10136
3823	32931	10127
3824	32938	10118
3825	32946	10109
3826	32955	10101
3827	32963	10092
3828	32971	10083
3829	32979	10074
3830	32987	10065
3831	32995	10057
3832	33003	10048
3833	33010	10039
3834	33017	10030
3835	33025	10021
3836	33033	10012
3837	33040	10003
3838	33048	9994
3839	33056	9985
3840	33064	9977
3841	33072	9968
3842	33079	9959
3843	33087	9950
3844	33096	9941
3845	33103	9932
3846	33112	9924
3847	33119	9915
3848	33126	9906
3849	33134	9897
3850	33142	9888
3851	33150	9879
3852	33158	9870
3853	33166	9862
3854	33174	9853
3855	33182	9844
3856	33189	9835
3857	33198	9826
3858	33205	9818
3859	33213	9809
3860	33221	9800
3861	33229	9791
3862	33237	9782
3863	33245	9773
3864	33253	9765
3865	33261	9756
3866	33269	9747
3867	33278	9739
3868	33286	9730
3869	33294	9721
3870	33301	9712
3871	33309	9703
3872	33316	9694
3873	33325	9686
3874	33333	9677
3875	33341	9668
3876	33348	9659
3877	33356	9650
3878	33364	9642
3879	33372	9633
3880	33381	9624
3881	33388	9615
3882	33396	9607
3883	33404	9598
3884	33414	9590
3885	33421	9581
3886	33429	9572
3887	33437	9563
3888	33445	9554
3889	33452	9545
3890	33460	9536
3891	33468	9528
3892	33477	9519
3893	33484	9510
3894	33492	9501
3895	33500	9492
3896	33509	9484
3897	33516	9475
3898	33524	9466
3899	33532	9458
3900	33540	9449
3901	33548	9440
3902	33556	9431
3903	33564	9422
3904	33572	9414
3905	33580	9405
3906	33587	9396
3907	33596	9387
3908	33604	9378
3909	33611	9370
3910	33619	9361
3911	33627	9352
3912	33635	9343
3913	33643	9335
3914	33650	9325
3915	33658	9317
3916	33666	9308
3917	33675	9299
3918	33682	9290
3919	33691	9282
3920	33698	9273
3921	33707	9264
3922	33714	9255
3923	33723	9247
3924	33731	9238
3925	33739	9229
3926	33747	9220
3927	33755	9212
3928	33762	9203
3929	33770	9194
3930	33777	9185
3931	33785	9176
3932	33793	9168
3933	33801	9159
3934	33809	9150
3935	33817	9141
3936	33825	9132
3937	33833	9124
3938	33841	9115
3939	33848	9106
3940	33856	9097
3941	33864	9088
3942	33872	9080
3943	33880	9071
3944	33890	9063
3945	33899	9054
3946	33908	9046
3947	33916	9037
3948	33924	9028
3949	33932	9019
3950	33940	9011
3951	33948	9002
3952	33957	8993
3953	33964	8984
3954	33972	8976
3955	33981	8967
3956	33989	8959
3957	33996	8950
3958	34005	8941
3959	34012	8932
3960	34020	8923
3961	34028	8915
3962	34036	8906
3963	34043	8897
3964	34051	8888
3965	34059	8879
3966	34066	8870
3967	34075	8862
3968	34083	8853
3969	34091	8845
3970	34099	8836
3971	34106	8827
3972	34114	8818
3973	34122	8809
3974	34130	8800
3975	34138	8792
3976	34146	8783
3977	34154	8774
3978	34162	8765
3979	34170	8757
3980	34177	8748
3981	34185	8739
3982	34193	8730
3983	34200	8721
3984	34208	8713
3985	34216	8704
3986	34224	8695
3987	34232	8686
3988	34239	8677
3989	34247	8669
3990	34255	8660
3991	34262	8651
3992	34271	8642
3993	34278	8633
3994	34286	8625
3995	34293	8616
3996	34302	8607
3997	34309	8598
3998	34317	8590
3999	34325	8581
4000	34333	8572
4001	34341	8564
4002	34349	8555
4003	34358	8546
4004	34367	8538
4005	34375	8529
4006	34384	8520
4007	34391	8512
4008	34399	8503
4009	34408	8494
4010	34416	8486
4011	34423	8477
4012	34432	8468
4013	34440	8459
4014	34448	8451
4015	34456	8442
4016	34464	8433
4017	34472	8424
4018	34480	8416
4019	34487	8407
4020	34495	8398
4021	34503	8390
4022	34511	8381
4023	34518	8372
4024	34525	8363
4025	34534	8354
4026	34542	8346
4027	34550	8337
4028	34560	8329
4029	34570	8320
4030	34579	8312
4031	34588	8303
4032	34596	8295
4033	34604	8286
4034	34612	8277
4035	34620	8269
4036	34628	8260
4037	34635	8251
4038	34643	8242
4039	34651	8234
4040	34660	8225
4041	34668	8216
4042	34677	8208
4043	34685	8199
4044	34694	8191
4045	34703	8182
4046	34712	8174
4047	34719	8165
4048	34727	8156
4049	34734	8147
4050	34742	8138
4051	34750	8130
4052	34758	8121
4053	34765	8112
4054	34773	8103
4055	34782	8095
4056	34787	8085
4057	34794	8076
4058	34801	8067
4059	34809	8059
4060	34816	8050
4061	34824	8041
4062	34831	8032
4063	34839	8024
4064	34847	8015
4065	34856	8006
4066	34864	7998
4067	34871	7989
4068	34880	7980
4069	34887	7971
4070	34895	7963
4071	34903	7954
4072	34911	7945
4073	34919	7936
4074	34927	7928
4075	34935	7919
4076	34944	7911
4077	34951	7902
4078	34959	7893
4079	34967	7884
4080	34976	7876
4081	34983	7867
4082	34991	7858
4083	34999	7850
4084	35007	7841
4085	35014	7832
4086	35022	7823
4087	35031	7815
4088	35038	7806
4089	35046	7797
4090	35053	7788
4091	35061	7780
4092	35069	7771
4093	35077	7762
4094	35085	7753
4095	35092	7745
4096	35101	7736
4097	35112	7728
4098	35119	7719
4099	35126	7710
4100	35133	7701
4101	35140	7692
4102	35147	7684
4103	35156	7675
4104	35162	7666
4105	35169	7657
4106	35176	7648
4107	35182	7639
4108	35190	7630
4109	35197	7621
4110	35205	7613
4111	35213	7604
4112	35220	7595
4113	35228	7586
4114	35235	7578
4115	35243	7569
4116	35250	7560
4117	35258	7551
4118	35265	7542
4119	35274	7534
4120	35280	7525
4121	35288	7516
4122	35295	7507
4123	35303	7499
4124	35311	7490
4125	35318	7481
4126	35325	7472
4127	35331	7463
4128	35339	7454
4129	35347	7446
4130	35356	7437
4131	35363	7428
4132	35373	7420
4133	35381	7411
4134	35389	7403
4135	35397	7394
4136	35405	7385
4137	35412	7376
4138	35421	7368
4139	35429	7359
4140	35437	7351
4141	35444	7342
4142	35452	7333
4143	35460	7324
4144	35468	7316
4145	35475	7307
4146	35483	7298
4147	35491	7289
4148	35499	7281
4149	35507	7272
4150	35514	7263
4151	35522	7255
4152	35529	7246
4153	35537	7237
4154	35546	7229
4155	35553	7220
4156	35561	7211
4157	35569	7202
4158	35577	7194
4159	35585	7185
4160	35592	7176
4161	35601	7168
4162	35609	7159
4163	35617	7150
4164	35625	7142
4165	35634	7133
4166	35642	7124
4167	35649	7116
4168	35657	7107
4169	35664	7098
4170	35672	7090
4171	35681	7081
4172	35689	7072
4173	35697	7064
4174	35704	7055
4175	35712	7046
4176	35720	7037
4177	35727	7029
4178	35735	7020
4179	35742	7011
4180	35750	7003
4181	35758	6994
4182	35766	6985
4183	35773	6976
4184	35782	6968
4185	35790	6959
4186	35797	6950
4187	35805	6942
4188	35813	6933
4189	35821	6924
4190	35829	6916
4191	35836	6907
4192	35844	6898
4193	35852	6890
4194	35860	6881
4195	35868	6872
4196	35876	6864
4197	35883	6855
4198	35891	6846
4199	35900	6838
4200	35908	6829
4201	35915	6820
4202	35923	6812
4203	35931	6803
4204	35939	6794
4205	35948	6786
4206	35956	6777
4207	35964	6769
4208	35972	6760
4209	35980	6751
4210	35987	6742
4211	35995	6734
4212	36003	6725
4213	36011	6716
4214	36018	6708
4215	36026	6699
4216	36034	6690
4217	36043	6682
4218	36051	6673
4219	36059	6664
4220	36067	6656
4221	36075	6647
4222	36082	6638
4223	36090	6630
4224	36097	6621
4225	36105	6612
4226	36113	6604
4227	36121	6595
4228	36129	6586
4229	36137	6578
4230	36145	6569
4231	36153	6560
4232	36162	6552
4233	36169	6543
4234	36177	6535
4235	36186	6526
4236	36194	6517
4237	36202	6509
4238	36210	6500
4239	36218	6492
4240	36226	6483
4241	36234	6474
4242	36243	6466
4243	36251	6457
4244	36259	6449
4245	36267	6440
4246	36276	6431
4247	36283	6423
4248	36292	6414
4249	36299	6405
4250	36308	6397
4251	36315	6388
4252	36323	6379
4253	36330	6371
4254	36338	6362
4255	36347	6353
4256	36355	6345
4257	36362	6336
4258	36370	6327
4259	36378	6319
4260	36386	6310
4261	36394	6301
4262	36402	6293
4263	36410	6284
4264	36417	6275
4265	36426	6267
4266	36434	6258
4267	36442	6250
4268	36449	6241
4269	36457	6232
4270	36465	6224
4271	36473	6215
4272	36481	6206
4273	36490	6198
4274	36498	6189
4275	36506	6181
4276	36514	6172
4277	36522	6163
4278	36529	6155
4279	36538	6146
4280	36545	6137
4281	36553	6129
4282	36561	6120
4283	36569	6112
4284	36577	6103
4285	36585	6094
4286	36593	6086
4287	36601	6077
4288	36609	6068
4289	36616	6060
4290	36624	6051
4291	36631	6042
4292	36640	6034
4293	36648	6025
4294	36657	6017
4295	36664	6008
4296	36672	5999
4297	36679	5990
4298	36686	5982
4299	36694	5973
4300	36701	5964
4301	36708	5956
4302	36716	5947
4303	36724	5938
4304	36732	5930
4305	36740	5921
4306	36748	5912
4307	36755	5904
4308	36763	5895
4309	36770	5886
4310	36778	5878
4311	36786	5869
4312	36794	5860
4313	36801	5852
4314	36810	5843
4315	36817	5834
4316	36825	5826
4317	36833	5817
4318	36841	5809
4319	36849	5800
4320	36857	5791
4321	36865	5783
4322	36873	5774
4323	36881	5765
4324	36889	5757
4325	36896	5748
4326	36904	5739
4327	36911	5731
4328	36919	5722
4329	36928	5714
4330	36936	5705
4331	36944	5696
4332	36952	5688
4333	36960	5679
4334	36967	5670
4335	36976	5662
4336	36984	5653
4337	36992	5645
4338	36999	5636
4339	37008	5627
4340	37016	5619
4341	37024	5610
4342	37032	5602
4343	37040	5593
4344	37048	5585
4345	37056	5576
4346	37064	5567
4347	37072	5559
4348	37079	5550
4349	37086	5541
4350	37094	5533
4351	37101	5524
4352	37110	5515
4353	37118	5507
4354	37127	5498
4355	37134	5490
4356	37142	5481
4357	37150	5472
4358	37158	5464
4359	37165	5455
4360	37173	5446
4361	37181	5438
4362	37189	5429
4363	37196	5420
4364	37204	5412
4365	37211	5403
4366	37219	5394
4367	37227	5386
4368	37235	5377
4369	37242	5369
4370	37249	5360
4371	37257	5351
4372	37265	5343
4373	37273	5334
4374	37281	5325
4375	37289	5317
4376	37297	5308
4377	37305	5300
4378	37313	5291
4379	37321	5282
4380	37329	5274
4381	37337	5265
4382	37344	5257
4383	37352	5248
4384	37360	5239
4385	37367	5231
4386	37375	5222
4387	37383	5213
4388	37390	5205
4389	37399	5196
4390	37407	5188
4391	37414	5179
4392	37423	5170
4393	37430	5162
4394	37438	5153
4395	37446	5145
4396	37454	5136
4397	37461	5127
4398	37469	5119
4399	37477	5110
4400	37484	5101
4401	37492	5093
4402	37500	5084
4403	37507	5075
4404	37515	5067
4405	37523	5058
4406	37531	5050
4407	37538	5041
4408	37546	5032
4409	37553	5024
4410	37561	5015
4411	37569	5006
4412	37577	4998
4413	37585	4989
4414	37593	4981
4415	37601	4972
4416	37610	4964
4417	37618	4955
4418	37625	4946
4419	37634	4938
4420	37642	4929
4421	37650	4921
4422	37657	4912
4423	37665	4904
4424	37674	4895
4425	37681	4886
4426	37689	4878
4427	37696	4869
4428	37705	4861
4429	37712	4852
4430	37721	4843
4431	37730	4835
4432	37737	4826
4433	37745	4818
4434	37753	4809
4435	37761	4801
4436	37768	4792
4437	37775	4783
4438	37783	4775
4439	37791	4766
4440	37799	4757
4441	37807	4749
4442	37815	4740
4443	37823	4732
4444	37831	4723
4445	37839	4715
4446	37845	4706
4447	37853	4697
4448	37862	4689
4449	37870	4680
4450	37877	4671
4451	37885	4663
4452	37892	4654
4453	37900	4646
4454	37908	4637
4455	37916	4628
4456	37924	4620
4457	37932	4611
4458	37940	4603
4459	37948	4594
4460	37955	4586
4461	37964	4577
4462	37971	4568
4463	37979	4560
4464	37987	4551
4465	37996	4543
4466	38003	4534
4467	38011	4526
4468	38019	4517
4469	38027	4508
4470	38035	4500
4471	38043	4491
4472	38050	4483
4473	38059	4474
4474	38067	4465
4475	38075	4457
4476	38083	4448
4477	38090	4440
4478	38098	4431
4479	38106	4423
4480	38114	4414
4481	38123	4406
4482	38131	4397
4483	38139	4388
4484	38147	4380
4485	38155	4371
4486	38163	4363
4487	38171	4354
4488	38179	4346
4489	38187	4337
4490	38195	4328
4491	38202	4320
4492	38211	4311
4493	38219	4303
4494	38228	4294
4495	38236	4286
4496	38242	4277
4497	38249	4268
4498	38256	4260
4499	38264	4251
4500	38271	4242
4501	38279	4234
4502	38286	4225
4503	38294	4217
4504	38302	4208
4505	38309	4199
4506	38317	4191
4507	38325	4182
4508	38333	4174
4509	38340	4165
4510	38349	4157
4511	38356	4148
4512	38364	4139
4513	38372	4131
4514	38380	4122
4515	38388	4114
4516	38396	4105
4517	38404	4097
4518	38412	4088
4519	38420	4080
4520	38428	4071
4521	38435	4062
4522	38443	4054
4523	38451	4045
4524	38459	4037
4525	38467	4028
4526	38476	4020
4527	38484	4011
4528	38494	4003
4529	38503	3994
4530	38512	3986
4531	38520	3977
4532	38528	3969
4533	38536	3960
4534	38545	3952
4535	38552	3943
4536	38559	3935
4537	38567	3926
4538	38575	3917
4539	38583	3909
4540	38592	3900
4541	38600	3892
4542	38609	3883
4543	38617	3875
4544	38625	3866
4545	38633	3858
4546	38641	3849
4547	38649	3841
4548	38657	3832
4549	38665	3824
4550	38673	3815
4551	38680	3806
4552	38689	3798
4553	38696	3789
4554	38705	3781
4555	38712	3772
4556	38721	3764
4557	38730	3755
4558	38737	3747
4559	38745	3738
4560	38753	3730
4561	38760	3721
4562	38768	3712
4563	38776	3704
4564	38783	3695
4565	38791	3687
4566	38800	3678
4567	38810	3670
4568	38818	3661
4569	38826	3653
4570	38833	3644
4571	38842	3636
4572	38849	3627
4573	38857	3618
4574	38865	3610
4575	38873	3601
4576	38880	3593
4577	38888	3584
4578	38896	3576
4579	38904	3567
4580	38912	3559
4581	38920	3550
4582	38927	3541
4583	38935	3533
4584	38943	3524
4585	38950	3516
4586	38958	3507
4587	38965	3499
4588	38973	3490
4589	38981	3482
4590	38989	3473
4591	38997	3464
4592	39006	3456
4593	39014	3447
4594	39022	3439
4595	39030	3430
4596	39038	3422
4597	39045	3413
4598	39053	3405
4599	39061	3396
4600	39069	3388
4601	39077	3379
4602	39084	3370
4603	39092	3362
4604	39101	3353
4605	39108	3345
4606	39116	3336
4607	39124	3328
4608	39131	3319
4609	39139	3311
4610	39146	3302
4611	39154	3294
4612	39162	3285
4613	39170	3276
4614	39177	3268
4615	39185	3259
4616	39192	3251
4617	39200	3242
4618	39209	3234
4619	39217	3225
4620	39224	3217
4621	39231	3208
4622	39239	3199
4623	39247	3191
4624	39254	3182
4625	39262	3174
4626	39270	3165
4627	39277	3157
4628	39286	3148
4629	39294	3140
4630	39302	3131
4631	39311	3123
4632	39319	3114
4633	39326	3106
4634	39334	3097
4635	39342	3088
4636	39350	3080
4637	39358	3071
4638	39365	3063
4639	39372	3054
4640	39380	3046
4641	39388	3037
4642	39395	3029
4643	39403	3020
4644	39410	3012
4645	39419	3003
4646	39427	2994
4647	39435	2986
4648	39443	2977
4649	39450	2969
4650	39458	2960
4651	39466	2952
4652	39473	2943
4653	39481	2935
4654	39488	2926
4655	39495	2918
4656	39503	2909
4657	39511	2901
4658	39519	2892
4659	39526	2883
4660	39534	2875
4661	39542	2866
4662	39550	2858
4663	39557	2849
4664	39566	2841
4665	39573	2832
4666	39582	2824
4667	39589	2815
4668	39596	2807
4669	39604	2798
4670	39613	2790
4671	39620	2781
4672	39628	2773
4673	39636	2764
4674	39643	2755
4675	39651	2747
4676	39658	2738
4677	39667	2730
4678	39675	2721
4679	39682	2713
4680	39690	2704
4681	39698	2696
4682	39706	2687
4683	39714	2679
4684	39723	2670
4685	39732	2662
4686	39739	2653
4687	39748	2645
4688	39755	2636
4689	39763	2628
4690	39770	2619
4691	39777	2611
4692	39784	2602
4693	39792	2594
4694	39801	2585
4695	39809	2577
4696	39817	2568
4697	39824	2560
4698	39832	2551
4699	39840	2542
4700	39848	2534
4701	39855	2525
4702	39863	2517
4703	39871	2508
4704	39880	2500
4705	39887	2491
4706	39894	2483
4707	39903	2474
4708	39911	2466
4709	39918	2457
4710	39926	2449
4711	39933	2440
4712	39942	2432
4713	39949	2423
4714	39957	2415
4715	39965	2406
4716	39973	2398
4717	39981	2389
4718	39988	2381
4719	39996	2372
4720	40003	2364
4721	40011	2355
4722	40019	2347
4723	40027	2338
4724	40034	2330
4725	40042	2321
4726	40050	2313
4727	40058	2304
4728	40066	2296
4729	40074	2287
4730	40082	2279
4731	40090	2270
4732	40097	2262
4733	40105	2253
4734	40113	2245
4735	40121	2236
4736	40129	2228
4737	40137	2219
4738	40144	2210
4739	40152	2202
4740	40160	2193
4741	40168	2185
4742	40177	2177
4743	40184	2168
4744	40192	2159
4745	40200	2151
4746	40208	2142
4747	40215	2134
4748	40223	2125
4749	40231	2117
4750	40240	2108
4751	40247	2100
4752	40255	2091
4753	40263	2083
4754	40271	2074
4755	40279	2066
4756	40287	2057
4757	40295	2049
4758	40303	2040
4759	40310	2032
4760	40318	2023
4761	40326	2015
4762	40333	2006
4763	40341	1998
4764	40349	1989
4765	40357	1981
4766	40365	1972
4767	40374	1964
4768	40381	1956
4769	40389	1947
4770	40397	1939
4771	40405	1930
4772	40412	1921
4773	40420	1913
4774	40429	1905
4775	40437	1896
