iter	Logloss
165	0.2111918334
166	0.211052019
167	0.2109808885
168	0.2108903259
169	0.2106317167
170	0.210548087
171	0.2101561905
172	0.2100673805
173	0.2097137339
174	0.2096089802
175	0.209369822
176	0.2092934007
177	0.2090568674
178	0.2089893775
179	0.2086786465
180	0.2084233804
181	0.2083142942
182	0.20816419
183	0.2080631648
184	0.2079972654
185	0.2079235868
186	0.2078454721
187	0.2077654635
188	0.2076756372
189	0.2075824513
190	0.2074764787
191	0.2073832769
192	0.2073259431
193	0.2072615111
194	0.2071366823
195	0.2070856618
196	0.2070264726
197	0.206963453
198	0.206827151
199	0.2067637114
200	0.2067057314
201	0.2066406364
202	0.2065886023
203	0.2065132543
204	0.2063959063
205	0.2063303054
206	0.2061366614
207	0.2060676142
208	0.2059613371
209	0.2058766279
210	0.2058072746
211	0.2054697757
212	0.2054085329
213	0.2051896301
214	0.2051104687
215	0.2049045563
216	0.2048262211
217	0.2047353058
218	0.204654041
219	0.2045837424
220	0.2045067824
221	0.2043343955
222	0.2042674304
223	0.2041923475
224	0.2041398906
225	0.2040834002
226	0.2038614284
227	0.2038054133
228	0.2037173392
229	0.2036540307
230	0.2034948669
231	0.2034442447
232	0.2033998831
233	0.2033378569
234	0.2032788462
235	0.203123676
236	0.203050778
237	0.2029995085
238	0.2029303683
239	0.2028726906
240	0.2024789344
241	0.2024263918
242	0.2023780024
243	0.2023276327
244	0.2021414359
245	0.2020704006
246	0.201767306
247	0.2017302547
248	0.2014814751
249	0.2014394221
250	0.2013821113
251	0.2010589042
252	0.2009361127
253	0.2008844898
254	0.2008264442
255	0.2006141904
256	0.2005358036
257	0.200408726
258	0.2003673507
259	0.2002984529
260	0.2002041445
261	0.2001634102
262	0.2001022788
263	0.1999998408
264	0.1999309699
265	0.1998757908
266	0.199803029
267	0.1997089842
268	0.199649599
269	0.1995779464
270	0.1994375008
271	0.1993912294
272	0.199347354
273	0.1992505137
274	0.1991939995
275	0.1990835699
276	0.199014415
277	0.1989166846
278	0.1988624421
279	0.1987923924
280	0.1987489149
281	0.1986921681
282	0.1986514368
283	0.1986028802
284	0.1985440196
285	0.1984665094
286	0.1981740998
287	0.1981156824
288	0.1980110168
289	0.1979561864
290	0.1979057401
291	0.1978591925
292	0.1977901179
293	0.1976703326
294	0.1976207966
295	0.1975302053
296	0.1972304036
297	0.1971612362
298	0.1971216303
299	0.1970748588
300	0.196853578
301	0.196767186
302	0.1966957903
303	0.1966427505
304	0.196602284
305	0.196555218
306	0.1964946421
307	0.1964175415
308	0.1963741265
309	0.1963299879
310	0.1962624841
311	0.1962250861
312	0.1959944582
313	0.1959502884
314	0.1958335127
315	0.1957552148
316	0.1956965529
317	0.1956446132
318	0.1955786792
319	0.1955560648
320	0.195470477
321	0.195426526
322	0.1953634904
323	0.1953138363
324	0.1952627308
325	0.1952130796
326	0.1951522303
327	0.1950717459
328	0.1950347555
329	0.1949721703
330	0.1949180953
331	0.1948762625
332	0.1948427603
333	0.1947803617
334	0.1947141948
335	0.1946509082
336	0.1946076034
337	0.1944111278
338	0.1943457944
339	0.1941372069
340	0.1940703272
341	0.1939889104
342	0.1939442067
343	0.1938927588
344	0.1937085036
345	0.1936451785
346	0.1935969401
347	0.193559518
348	0.1935067696
349	0.1934399323
350	0.1933900323
351	0.1933594674
352	0.1933121837
353	0.1932580151
354	0.1932015959
355	0.1931570366
356	0.1931065116
357	0.1930704119
358	0.1930187843
359	0.1929953469
360	0.1929545405
361	0.1929099404
362	0.192841858
363	0.1928171108
364	0.1926901385
365	0.1926562987
366	0.1925935113
367	0.1925281292
368	0.1924618612
369	0.1924240927
370	0.1923705563
371	0.192317067
372	0.1922598181
373	0.1921659428
374	0.1921045243
375	0.1920497905
376	0.1919905135
377	0.1918172746
378	0.1917622081
379	0.1916854886
380	0.1916128269
381	0.1914226454
382	0.1913698724
383	0.191303857
384	0.1912498206
385	0.1911852603
386	0.1911359021
387	0.191073384
388	0.1910321548
389	0.1909810296
390	0.1909452832
391	0.1909060912
392	0.190869719
393	0.1908491238
394	0.1907994716
395	0.1906327848
396	0.1905169349
397	0.1904442937
398	0.1903940909
399	0.1902643356
400	0.1902108589
401	0.1901818314
402	0.1901343908
403	0.1900856412
404	0.1900510202
405	0.189998169
406	0.1899805729
407	0.1899330406
408	0.1898974409
409	0.1898557741
410	0.1897572127
411	0.1897102442
412	0.1896650872
413	0.1896189046
414	0.1895913251
415	0.1895637641
416	0.1895430773
417	0.189505147
418	0.1894504097
419	0.1894051336
420	0.1893671507
421	0.1893102164
422	0.189262115
423	0.1892062154
424	0.1891419307
425	0.1890928842
426	0.1890518867
427	0.1890118213
428	0.1889571473
429	0.1887621997
430	0.1887048378
431	0.1886723036
432	0.188621336
433	0.1885403388
434	0.1884847089
435	0.1884199661
436	0.1883883185
437	0.1883276516
438	0.1882855446
439	0.1882420302
440	0.188208647
441	0.1881921804
442	0.1881513945
443	0.1881057114
444	0.1880553419
445	0.1880155174
446	0.1879040556
447	0.1878659388
448	0.1878292172
449	0.1877888214
450	0.187749754
451	0.1877021179
452	0.1876675943
453	0.1876268462
454	0.1874624406
455	0.1874183543
456	0.1873885122
457	0.1873373862
458	0.1873057507
459	0.1872790042
460	0.1872201177
461	0.18716103
462	0.1870995228
463	0.187006691
464	0.1869685626
465	0.1869350822
466	0.1868800745
467	0.1868481418
468	0.1868132151
469	0.18677845
470	0.186689426
471	0.1866471899
472	0.1865958522
473	0.1865480836
474	0.1864987151
475	0.1864595293
476	0.1864021567
477	0.1863630368
478	0.1863191239
479	0.1862635816
480	0.1862206081
481	0.1861725111
482	0.1861449756
483	0.1860911535
484	0.1860511846
485	0.1860142142
486	0.1859722261
487	0.18593256
488	0.1859054418
489	0.1858588028
490	0.1858258787
491	0.1857849784
492	0.185739696
493	0.1857045349
494	0.1856606922
495	0.1856336198
496	0.1855928383
497	0.1855475188
498	0.1855159643
499	0.1854714224
500	0.1854161133
501	0.1853739812
502	0.1853423011
503	0.1852849515
504	0.1852609713
505	0.1852158838
506	0.1851715889
507	0.1851356325
508	0.1851065662
509	0.1850737059
510	0.1850238358
511	0.1849951045
512	0.1849435663
513	0.1848768281
514	0.1848412192
515	0.184807599
516	0.1847620472
517	0.1847182226
518	0.1846799578
519	0.1846536498
520	0.1846029329
521	0.1845681381
522	0.1845406029
523	0.1845161972
524	0.1844729199
525	0.1844383585
526	0.1844000529
527	0.1842902847
528	0.1842490585
529	0.1841506251
530	0.1841200649
531	0.1840751871
532	0.1840393614
533	0.1839955679
534	0.1839664443
535	0.1839454869
536	0.1839118014
537	0.1838773744
538	0.1838719388
539	0.1838376449
540	0.1838041523
541	0.1837669532
542	0.1837311589
543	0.1836911272
544	0.1836456578
545	0.183605142
546	0.1835416879
547	0.1835049624
548	0.1834677889
549	0.1834291492
550	0.1834015016
551	0.183370233
552	0.1833313706
553	0.1833021024
554	0.1832894031
555	0.1832599453
556	0.1832245272
557	0.1831950747
558	0.1831521222
559	0.1831204974
560	0.1830906416
561	0.1830386709
562	0.1830246677
563	0.1829879596
564	0.1829393556
565	0.1828984069
566	0.1828664122
567	0.1828247877
568	0.1827579361
569	0.1827256207
570	0.1826745891
571	0.1826520113
572	0.1826330078
573	0.1825872251
574	0.1825532917
575	0.1825174111
576	0.1824799424
577	0.1824460901
578	0.1824026233
579	0.1823629745
580	0.1823429925
581	0.1822936644
582	0.1822652702
583	0.182238778
584	0.1821892067
585	0.1821339656
586	0.1820955603
587	0.1820715753
588	0.1820286759
589	0.1819917734
590	0.1819496389
591	0.1819174101
592	0.1818624656
593	0.1818148373
594	0.1817778845
595	0.1817356571
596	0.1816961013
597	0.1816585709
598	0.1816275771
599	0.1815735347
600	0.1815481384
601	0.1814991944
602	0.181457498
603	0.181423934
604	0.1813821824
605	0.18133596
606	0.1813073507
607	0.1812893184
608	0.1812589926
609	0.1812316759
610	0.1811159615
611	0.1810754913
612	0.1810424279
613	0.1810121436
614	0.1809739138
615	0.180938732
616	0.1808950552
617	0.1808514969
618	0.1808006703
619	0.1807598071
620	0.1807065844
621	0.1806672366
622	0.1806381368
623	0.1805761444
624	0.1805409591
625	0.1804875846
626	0.1804580521
627	0.1804324506
628	0.1803851493
629	0.1803620081
630	0.1803277988
631	0.1802965218
632	0.1802542003
633	0.1802291475
634	0.1802026261
635	0.1801596125
636	0.1801356526
637	0.1800188315
638	0.1799886093
639	0.1799490027
640	0.1799063748
641	0.179766451
642	0.1797225242
643	0.1796803389
644	0.1796387097
645	0.1795899959
646	0.1795806348
647	0.179548587
648	0.1795230624
649	0.1794892406
650	0.1794631408
651	0.179404167
652	0.179373983
653	0.1793434032
654	0.1793100203
655	0.1792847235
656	0.1792275299
657	0.1791912114
658	0.1791515104
659	0.179085196
660	0.1790574097
661	0.1790238882
662	0.1789852742
663	0.178925268
664	0.1789025483
665	0.1788607844
666	0.1788322876
667	0.178819552
668	0.1788104077
669	0.1787712421
670	0.1787310787
671	0.1786877272
672	0.1786724357
673	0.1786347266
674	0.1785261603
675	0.1784811802
676	0.1784385761
677	0.1783790188
678	0.1783484404
679	0.1783136158
680	0.1782278509
681	0.1782166625
682	0.1781983529
683	0.1781679398
684	0.178134419
685	0.1780880181
686	0.1780594893
687	0.1780238618
688	0.1779822331
689	0.1779336047
690	0.1778974726
691	0.1778746412
692	0.177841537
693	0.1778116088
694	0.1777753808
695	0.1777489341
696	0.1777251285
697	0.1776973182
698	0.1776664662
699	0.1776345092
700	0.1776125106
701	0.1775821092
702	0.1775555794
703	0.17751109
704	0.177474685
705	0.1774516142
706	0.1774257799
707	0.1773838336
708	0.1773633745
709	0.1773206627
710	0.1772861572
711	0.1772513512
712	0.1772236144
713	0.1771976865
714	0.1771633662
715	0.177120586
716	0.1770809424
717	0.1770436002
718	0.176859903
719	0.1768155886
720	0.1767657633
721	0.1767339936
722	0.1766732919
723	0.1766313044
724	0.1765946701
725	0.1765497626
726	0.1765102911
727	0.1764022103
728	0.1763680266
729	0.1763370426
730	0.1763004378
731	0.1762626089
732	0.1762115294
733	0.1761137179
734	0.1760806711
735	0.1760478958
736	0.1760140758
737	0.1759840848
738	0.1759427689
739	0.1759155726
740	0.1758971099
741	0.1758600298
742	0.175831729
743	0.1757973699
744	0.1757678546
745	0.1757334271
746	0.1757119485
747	0.1756875332
748	0.1756518438
749	0.1756349631
750	0.1755987701
751	0.175576121
752	0.1755491428
753	0.1754986228
754	0.1754740375
755	0.175430764
756	0.1753974526
757	0.1753681727
758	0.1753448905
759	0.1753200729
760	0.1752823914
761	0.175274182
762	0.1752393104
763	0.1752047777
764	0.1751794733
765	0.1750980711
766	0.1750844521
767	0.1750520982
768	0.1750121253
769	0.1749881723
770	0.1749630394
771	0.1749285794
772	0.174902171
773	0.174865
774	0.1748291664
775	0.1747994185
776	0.174770209
777	0.1746949252
778	0.1746741639
779	0.1746476217
780	0.1746255841
781	0.1745888663
782	0.1745428077
783	0.174514191
784	0.1745043815
785	0.1744703981
786	0.1744392025
787	0.1744085926
788	0.1743591573
789	0.1743344106
790	0.1742967363
791	0.1742668184
792	0.1742275217
793	0.1741877089
794	0.1741661088
795	0.174138045
796	0.174117363
797	0.1740847036
798	0.1739969892
799	0.1739780234
800	0.173946245
801	0.1739018953
802	0.1738653958
803	0.1738246158
804	0.1737921955
805	0.1737609567
806	0.1737138142
807	0.1736998901
808	0.1736434025
809	0.1736085288
810	0.1735775622
811	0.1735470368
812	0.1735273172
813	0.1734936426
814	0.1734706653
815	0.1734377488
816	0.1734287997
817	0.1733990208
818	0.1733662009
819	0.1733299673
820	0.1732982474
821	0.1732363098
822	0.1731923561
823	0.1731577517
824	0.1731186608
825	0.1730863338
826	0.1730440757
827	0.1730380766
828	0.1730061594
829	0.1729792179
830	0.1729545757
831	0.1729069046
832	0.1728916576
833	0.1728667455
834	0.1728396863
835	0.1728080217
836	0.1727603427
837	0.1727332253
838	0.1727051074
839	0.172696494
840	0.1726527575
841	0.1726192068
842	0.1725984863
843	0.1725535411
844	0.172517601
845	0.1725083941
846	0.1724939774
847	0.1724559323
848	0.1724279714
849	0.1723880498
850	0.1723584332
851	0.1723394006
852	0.1723110085
853	0.1722891757
854	0.1722503652
855	0.1722281788
856	0.1721947428
857	0.1721610478
858	0.1721201032
859	0.1720853184
860	0.1720602281
861	0.1720362867
862	0.1720088817
863	0.171984349
864	0.1719535368
865	0.17192872
866	0.171819559
867	0.1717688937
868	0.1717277019
869	0.1716926517
870	0.1716606709
871	0.171626834
872	0.1715927788
873	0.1715637692
874	0.1715287219
875	0.1715049872
876	0.1714750638
877	0.1714524119
878	0.1714201945
879	0.17140008
880	0.1713619847
881	0.1713230973
882	0.1712805651
883	0.1712584267
884	0.1712124704
885	0.171183992
886	0.171159706
887	0.171124363
888	0.1710976449
889	0.1710622303
890	0.1710283452
891	0.1710076638
892	0.1709828831
893	0.170948533
894	0.1709066008
895	0.170880617
896	0.1708670708
897	0.1708323935
898	0.1708025565
899	0.1707783945
900	0.1707488593
901	0.1707183371
902	0.1706872273
903	0.1706632476
904	0.1706392266
905	0.1706111982
906	0.1705847568
907	0.170568892
908	0.1705315002
909	0.1704870596
910	0.1704324732
911	0.1704189323
912	0.1703814631
913	0.1703473952
914	0.1703158603
915	0.1703087795
916	0.1702709138
917	0.1702433907
918	0.1702154639
919	0.1701802311
920	0.1701278729
921	0.17009913
922	0.1700714187
923	0.1700346582
924	0.1700112992
925	0.1699855147
926	0.169953734
927	0.1699248682
928	0.1699021571
929	0.1698643179
930	0.1698585944
931	0.1698424373
932	0.169814903
933	0.1697755054
934	0.1697575347
935	0.1697219344
936	0.1696929472
937	0.1696631095
938	0.1696519149
939	0.1696170466
940	0.1695900506
941	0.1695476312
942	0.1695280011
943	0.1695170712
944	0.1694870183
945	0.1694536112
946	0.1694089473
947	0.1693786818
948	0.1693390567
949	0.169310862
950	0.1692833905
951	0.1692662921
952	0.1692352134
953	0.1692051874
954	0.1691988863
955	0.1691758116
956	0.1691322572
957	0.1691108971
958	0.1690882536
959	0.1690635647
960	0.1690376226
961	0.1690087788
962	0.1689813461
963	0.1689618741
964	0.1689294379
965	0.1689006536
966	0.1688810744
967	0.1688409886
968	0.1688162238
969	0.1687975266
970	0.1687483287
971	0.1687146822
972	0.168675036
973	0.1686523259
974	0.168621215
975	0.1685851409
976	0.1685536481
977	0.1685277193
978	0.1684972527
979	0.1684743464
980	0.1684373895
981	0.1683982013
982	0.1683814459
983	0.1683524694
984	0.1683245694
985	0.168303456
986	0.1682868006
987	0.1682490737
988	0.16823264
989	0.1682155116
990	0.1681813464
991	0.1681104567
992	0.1680911421
993	0.1680370981
994	0.1680010571
995	0.1679537816
996	0.1679184571
997	0.1678895011
998	0.1678597933
999	0.1678286953
1000	0.1678162058
1001	0.1677983401
1002	0.1677868586
1003	0.1677619059
1004	0.16773272
1005	0.1677210403
1006	0.1676926351
1007	0.1676705017
1008	0.1676501406
1009	0.167628133
1010	0.1676098029
1011	0.1675783859
1012	0.1675499355
1013	0.1675320528
1014	0.1675014977
1015	0.1674753488
1016	0.1674279363
1017	0.1673602057
1018	0.1673144602
1019	0.1672754659
1020	0.1672484367
1021	0.1671536086
1022	0.1671295731
1023	0.1670322836
1024	0.1669886362
1025	0.1669548437
1026	0.1669136948
1027	0.1668783062
1028	0.1668489099
1029	0.1668166295
1030	0.1667917575
1031	0.1667531123
1032	0.1667324067
1033	0.166702419
1034	0.1666834551
1035	0.1666601455
1036	0.1666462506
1037	0.166616637
1038	0.1665875655
1039	0.1665664695
1040	0.1665415708
1041	0.16649845
1042	0.166488629
1043	0.1664625247
1044	0.1664388078
1045	0.1664175044
1046	0.166378502
1047	0.1663493592
1048	0.1663240186
1049	0.1663008807
1050	0.1662717568
1051	0.166186096
1052	0.1661649095
1053	0.1661362689
1054	0.1661054586
1055	0.1660820526
1056	0.166062851
1057	0.1660044025
1058	0.1659827632
1059	0.1659432336
1060	0.1659070025
1061	0.1658868925
1062	0.1658483303
1063	0.1658130849
1064	0.1657895937
1065	0.165753146
1066	0.1657338077
1067	0.1657108451
1068	0.1656887966
1069	0.165662487
1070	0.1656311157
1071	0.1656119248
1072	0.1655989866
1073	0.1655693289
1074	0.1655377982
1075	0.1654952635
1076	0.165461174
1077	0.1654298328
1078	0.1653996391
1079	0.1653959915
1080	0.1653797439
1081	0.1653568767
1082	0.1653303129
1083	0.1653076076
1084	0.1652787735
1085	0.1652420575
1086	0.1652174167
1087	0.1651809613
1088	0.16515161
1089	0.1651242189
1090	0.1650591747
1091	0.1650274767
1092	0.1650019478
1093	0.1649773824
1094	0.1649742984
1095	0.1649504595
1096	0.1649144174
1097	0.1648923542
1098	0.1648488511
1099	0.1648177379
1100	0.1647960786
1101	0.1647656146
1102	0.1647510101
1103	0.164715467
1104	0.1646932593
1105	0.1646590237
1106	0.1646358154
1107	0.1645965711
1108	0.1645655964
1109	0.1645228147
1110	0.1644995153
1111	0.1644780265
1112	0.1644539641
1113	0.1644334545
1114	0.1643855116
1115	0.1643448325
1116	0.1642921735
1117	0.1642685712
1118	0.1642425003
1119	0.1642092877
1120	0.164190117
1121	0.164163068
1122	0.1641293895
1123	0.1641045312
1124	0.1640803172
1125	0.1640446485
1126	0.1640014242
1127	0.1639793505
1128	0.1639564973
1129	0.1639283336
1130	0.1639224114
1131	0.1638850489
1132	0.1638507058
1133	0.1638131081
1134	0.1637820048
1135	0.1637359381
1136	0.1637028361
1137	0.163684283
1138	0.1636056451
1139	0.1635750177
1140	0.1635516906
1141	0.1635180929
1142	0.1634922908
1143	0.1634650539
1144	0.1634412664
1145	0.1634119476
1146	0.1633835406
1147	0.1633507851
1148	0.163322297
1149	0.1633194761
1150	0.1632927589
1151	0.1632732548
1152	0.1632484055
1153	0.1632209349
1154	0.1631876823
1155	0.1631652497
1156	0.1631452435
1157	0.1630791692
1158	0.163056843
1159	0.1630019056
1160	0.1629785293
1161	0.1629435916
1162	0.1629118978
1163	0.1628933344
1164	0.1628524481
1165	0.1628266861
1166	0.162778246
1167	0.1627564396
1168	0.1627450706
1169	0.1627052787
1170	0.1626908878
1171	0.1626781062
1172	0.1626539751
1173	0.1626226719
1174	0.1626030917
1175	0.1625679621
1176	0.1625353391
1177	0.1625148353
1178	0.1624914884
1179	0.1624491814
1180	0.1624128391
1181	0.1623678869
1182	0.162337238
1183	0.1623141885
1184	0.162285502
1185	0.1622502007
1186	0.1622123186
1187	0.1621984107
1188	0.1621835345
1189	0.1621581214
1190	0.1621317498
1191	0.1621079472
1192	0.162084099
1193	0.1620638672
1194	0.1620346725
1195	0.1620040625
1196	0.1619752309
1197	0.1619385639
1198	0.1619003187
1199	0.16187421
1200	0.1618556492
1201	0.1618294142
1202	0.161804071
1203	0.1617737257
1204	0.1617365579
1205	0.1617012625
1206	0.1616804007
1207	0.1616572045
1208	0.1616312683
1209	0.1616054887
1210	0.1615919625
1211	0.1615734777
1212	0.1615476329
1213	0.1615172121
1214	0.1614768106
1215	0.1614052695
1216	0.1613656667
1217	0.1613333588
1218	0.1613115585
1219	0.1612844537
1220	0.1612821274
1221	0.1612487381
1222	0.1612166056
1223	0.1611907439
1224	0.1611532722
1225	0.1611289141
1226	0.1611096743
1227	0.1610931146
1228	0.1610703107
1229	0.1610453195
1230	0.1610140696
1231	0.1609749535
1232	0.1609430389
1233	0.160923105
1234	0.1608954159
1235	0.1608721095
1236	0.160845764
1237	0.1608148716
1238	0.160789763
1239	0.1607803309
1240	0.1607585162
1241	0.1607303026
1242	0.1607137603
1243	0.1606769692
1244	0.16065574
1245	0.1606466706
1246	0.1606204843
1247	0.1605997897
1248	0.1605785454
1249	0.1605516935
1250	0.1605156286
1251	0.1605013293
1252	0.1604767819
1253	0.1604588849
1254	0.1604330717
1255	0.1604093761
1256	0.1603839186
1257	0.1603571624
1258	0.1603287339
1259	0.160298185
1260	0.1602678538
1261	0.1602559089
1262	0.1602273606
1263	0.1601856348
1264	0.160161828
1265	0.1601386402
1266	0.1601054815
1267	0.1600813825
1268	0.1600606062
1269	0.1600306729
1270	0.1600074655
1271	0.1599799177
1272	0.1599587271
1273	0.1599334478
1274	0.1599037557
1275	0.1598673232
1276	0.1598548758
1277	0.1598330165
1278	0.1598052217
1279	0.1597678057
1280	0.1597422354
1281	0.159710981
1282	0.1596969787
1283	0.1596758865
1284	0.1596493624
1285	0.1596220268
1286	0.1596073193
1287	0.1595894118
1288	0.1595505765
1289	0.1595302393
1290	0.1594976566
1291	0.1594570009
1292	0.159432833
1293	0.1593679087
1294	0.1593505455
1295	0.1593118615
1296	0.1592784082
1297	0.1592666657
1298	0.1592357396
1299	0.1592107954
1300	0.1591871143
1301	0.1591560811
1302	0.1591354319
1303	0.1590945674
1304	0.1590615149
1305	0.1590248758
1306	0.1589945995
1307	0.1589683284
1308	0.1589496681
1309	0.1589310809
1310	0.1589147595
1311	0.1588641488
1312	0.1588386697
1313	0.1587994772
1314	0.1587701524
1315	0.1587490283
1316	0.1587164735
1317	0.1586871812
1318	0.1586749089
1319	0.1586488003
1320	0.1586121124
1321	0.1585950461
1322	0.1585687438
1323	0.15854355
1324	0.1585280501
1325	0.1584912624
1326	0.158472539
1327	0.1584493225
1328	0.1583888949
1329	0.1583411687
1330	0.1583065752
1331	0.158278752
1332	0.1582539784
1333	0.1582317544
1334	0.1581993983
1335	0.1581195782
1336	0.1580907412
1337	0.1580675488
1338	0.1580332066
1339	0.1580124909
1340	0.157987414
1341	0.1579524676
1342	0.1579421721
1343	0.1579170001
1344	0.1578926069
1345	0.1578578862
1346	0.157835554
1347	0.1578218948
1348	0.1578043432
1349	0.1577738931
1350	0.1577434413
1351	0.1577219864
1352	0.157702792
1353	0.1576737971
1354	0.157645679
1355	0.1576177815
1356	0.15759604
1357	0.1575744661
1358	0.1575267924
1359	0.1575104662
1360	0.1574820388
1361	0.1574616751
1362	0.1574470397
1363	0.1574247614
1364	0.1573998983
1365	0.157376179
1366	0.1573544558
1367	0.1573209275
1368	0.1572933482
1369	0.1572702954
1370	0.1572427032
1371	0.1572197932
1372	0.1571883425
1373	0.1571664372
1374	0.1571332552
1375	0.157110114
1376	0.157080076
1377	0.1570573811
1378	0.157031861
1379	0.1570044127
1380	0.1569904746
1381	0.1569716699
1382	0.1569452067
1383	0.1569320267
1384	0.1569172342
1385	0.1568985475
1386	0.156878362
1387	0.1568659501
1388	0.1568374582
1389	0.1568225721
1390	0.1567916872
1391	0.1567557101
1392	0.1567184153
1393	0.1566936916
1394	0.156667313
1395	0.1566384112
1396	0.1566213229
1397	0.1566019066
1398	0.1565828457
1399	0.1565648862
1400	0.1565525133
1401	0.1565132817
1402	0.1565004584
1403	0.15647802
1404	0.1564600824
1405	0.1563905189
1406	0.1563639492
1407	0.1563453439
1408	0.1563224953
1409	0.1562895515
1410	0.1562666974
1411	0.1562429688
1412	0.1562152941
1413	0.15618738
1414	0.1561628119
1415	0.1561264155
1416	0.1561020213
1417	0.1560738104
1418	0.1560388693
1419	0.1560144553
1420	0.1559900138
1421	0.1559681349
1422	0.1559192261
1423	0.1558926351
1424	0.1558731273
1425	0.155849891
1426	0.1558293052
1427	0.1558055715
1428	0.1557750694
1429	0.1557603875
1430	0.155722739
1431	0.1556912239
1432	0.1556768608
1433	0.1556604002
1434	0.155623449
1435	0.1555951064
1436	0.1555841856
1437	0.1555579009
1438	0.1555386511
1439	0.1555191436
1440	0.1554493144
1441	0.1554184608
1442	0.1553940646
1443	0.1553632656
1444	0.1553423762
1445	0.155319111
1446	0.1553020143
1447	0.1552708242
1448	0.1552511669
1449	0.1552231929
1450	0.1551888525
1451	0.1551602194
1452	0.1551412937
1453	0.1551289168
1454	0.1551007908
1455	0.1550920934
1456	0.1550724848
1457	0.1550203527
1458	0.1549930313
1459	0.1549605107
1460	0.1549432406
1461	0.1549131907
1462	0.1548855167
1463	0.1548615347
1464	0.1547911173
1465	0.1547591275
1466	0.1547290648
1467	0.1546741272
1468	0.1546140711
1469	0.1545880441
1470	0.1545528123
1471	0.1545235112
1472	0.1544997501
1473	0.1544750553
1474	0.1544422553
1475	0.1544175197
1476	0.1543915759
1477	0.1543648326
1478	0.154336749
1479	0.1543161761
1480	0.1543042725
1481	0.1542717343
1482	0.1542414562
1483	0.1542160366
1484	0.1541937335
1485	0.1541557763
1486	0.1541257785
1487	0.1541089837
1488	0.1540866197
1489	0.15405951
1490	0.1540290547
1491	0.1539923914
1492	0.1539722085
1493	0.1539496361
1494	0.1539191343
1495	0.1538928144
1496	0.1538622419
1497	0.1538338039
1498	0.1538021739
1499	0.1537824976
1500	0.153743357
1501	0.1537141993
1502	0.1536948683
1503	0.1536567084
1504	0.1536388241
1505	0.1536048405
1506	0.1535766691
1507	0.1535541505
1508	0.1535363033
1509	0.153509616
1510	0.1534891241
1511	0.1534576461
1512	0.1534336109
1513	0.1534143193
